====================================================================================================
DEBUG: First training sample (LLAMA-CHUNKED ETTIN TOKENIZATION)
====================================================================================================
Answer (first 300 chars): Mezza Thyme is a highly-rated Mediterranean restaurant and bar in Santa Barbara, California. Located at 20 E Cota St, the establishment is known for its variety of dishes and its nightlife. It is open from 4:00 PM to 8:00 PM, Tuesday to Saturday. Customers appreciate the freshly made pita bread, wit...
Hallucinated spans      : [{'start': 641, 'end': 663, 'text': 'but does not have WiFi', 'meta': 'HIGH INTRODUCTION OF NEW INFORMATION\nOriginal: "WiFi": null,\nGenerative: "...but does not have WiFi"', 'label_type': 'Evident Baseless Info', 'implicit_true': False, 'due_to_null': True}]

----------------------------------------------------------------------------------------------------
FULL ETTIN TOKEN SEQUENCE
----------------------------------------------------------------------------------------------------
  idx    tok_id                      token  label  meaning
----------------------------------------------------------------------------------------------------
Total tokens              : 795
  masked (ctx+query+spec) : 591
  supported               : 199
  hallucinated            : 5

====================================================================================================
LLAMA → ETTIN ALIGNMENT FOR ANSWER TOKENS
====================================================================================================
   #           llama_token                 chunk                              ettin_tokens  label
----------------------------------------------------------------------------------------------------
    0                  'Me'                  'Me'                                      'Me'  supported
    1                 'zza'                 'zza'                                     'zza'  supported
    2                 'ĠTh'                 ' Th'                                     'ĠTh'  supported
    3                 'yme'                 'yme'                                     'yme'  supported
    4                 'Ġis'                 ' is'                                     'Ġis'  supported
    5                  'Ġa'                  ' a'                                      'Ġa'  supported
    6             'Ġhighly'             ' highly'                                 'Ġhighly'  supported
    7              '-rated'              '-rated'                               '-' 'rated'  supported
    8      'ĠMediterranean'      ' Mediterranean'                          'ĠMediterranean'  supported
    9         'Ġrestaurant'         ' restaurant'                             'Ġrestaurant'  supported
   10                'Ġand'                ' and'                                    'Ġand'  supported
   11                'Ġbar'                ' bar'                                    'Ġbar'  supported
   12                 'Ġin'                 ' in'                                     'Ġin'  supported
   13              'ĠSanta'              ' Santa'                                  'ĠSanta'  supported
   14            'ĠBarbara'            ' Barbara'                                'ĠBarbara'  supported
   15                   ','                   ','                                       ','  supported
   16         'ĠCalifornia'         ' California'                             'ĠCalifornia'  supported
   17                   '.'                   '.'                                       '.'  supported
   18            'ĠLocated'            ' Located'                             'ĠLoc' 'ated'  supported
   19                 'Ġat'                 ' at'                                     'Ġat'  supported
   20                   'Ġ'                   ' '                                       'Ġ'  supported
   21                  '20'                  '20'                                      '20'  supported
   22                  'ĠE'                  ' E'                                      'ĠE'  supported
   23                  'ĠC'                  ' C'                                      'ĠC'  supported
   24                 'ota'                 'ota'                                     'ota'  supported
   25                 'ĠSt'                 ' St'                                     'ĠSt'  supported
   26                   ','                   ','                                       ','  supported
   27                'Ġthe'                ' the'                                    'Ġthe'  supported
   28      'Ġestablishment'      ' establishment'                          'Ġestablishment'  supported
   29                 'Ġis'                 ' is'                                     'Ġis'  supported
   30              'Ġknown'              ' known'                                  'Ġknown'  supported
   31                'Ġfor'                ' for'                                    'Ġfor'  supported
   32                'Ġits'                ' its'                                    'Ġits'  supported
   33            'Ġvariety'            ' variety'                                'Ġvariety'  supported
   34                 'Ġof'                 ' of'                                     'Ġof'  supported
   35             'Ġdishes'             ' dishes'                                 'Ġdishes'  supported
   36                'Ġand'                ' and'                                    'Ġand'  supported
   37                'Ġits'                ' its'                                    'Ġits'  supported
   38          'Ġnightlife'          ' nightlife'                           'Ġnight' 'life'  supported
   39                   '.'                   '.'                                       '.'  supported
   40                 'ĠIt'                 ' It'                                     'ĠIt'  supported
   41                 'Ġis'                 ' is'                                     'Ġis'  supported
   42               'Ġopen'               ' open'                                   'Ġopen'  supported
   43               'Ġfrom'               ' from'                                   'Ġfrom'  supported
   44                   'Ġ'                   ' '                                       'Ġ'  supported
   45                   '4'                   '4'                                       '4'  supported
   46                   ':'                   ':'                                       ':'  supported
   47                  '00'                  '00'                                      '00'  supported
   48                 'ĠPM'                 ' PM'                                     'ĠPM'  supported
   49                 'Ġto'                 ' to'                                     'Ġto'  supported
   50                   'Ġ'                   ' '                                       'Ġ'  supported
   51                   '8'                   '8'                                       '8'  supported
   52                   ':'                   ':'                                       ':'  supported
   53                  '00'                  '00'                                      '00'  supported
   54                 'ĠPM'                 ' PM'                                     'ĠPM'  supported
   55                   ','                   ','                                       ','  supported
   56            'ĠTuesday'            ' Tuesday'                                'ĠTuesday'  supported
   57                 'Ġto'                 ' to'                                     'Ġto'  supported
   58           'ĠSaturday'           ' Saturday'                               'ĠSaturday'  supported
   59                   '.'                   '.'                                       '.'  supported
   60          'ĠCustomers'          ' Customers'                              'ĠCustomers'  supported
   61         'Ġappreciate'         ' appreciate'                             'Ġappreciate'  supported
   62                'Ġthe'                ' the'                                    'Ġthe'  supported
   63            'Ġfreshly'            ' freshly'                                'Ġfreshly'  supported
   64               'Ġmade'               ' made'                                   'Ġmade'  supported
   65                  'Ġp'                  ' p'                                      'Ġp'  supported
   66                 'ita'                 'ita'                                     'ita'  supported
   67              'Ġbread'              ' bread'                                  'Ġbread'  supported
   68                   ','                   ','                                       ','  supported
   69               'Ġwith'               ' with'                                   'Ġwith'  supported
   70                'Ġone'                ' one'                                    'Ġone'  supported
   71           'Ġreviewer'           ' reviewer'                               'Ġreviewer'  supported
   72           'Ġproclaim'           ' proclaim'                            'Ġpro' 'claim'  supported
   73                 'ing'                 'ing'                                     'ing'  supported
   74                 'Ġit'                 ' it'                                     'Ġit'  supported
   75                 'Ġas'                 ' as'                                     'Ġas'  supported
   76                'Ġone'                ' one'                                    'Ġone'  supported
   77                 'Ġof'                 ' of'                                     'Ġof'  supported
   78                'Ġthe'                ' the'                                    'Ġthe'  supported
   79               'Ġbest'               ' best'                                   'Ġbest'  supported
   80                   '.'                   '.'                                       '.'  supported
   81              'ĠOther'              ' Other'                                  'ĠOther'  supported
   82            'Ġpopular'            ' popular'                                'Ġpopular'  supported
   83               'Ġmenu'               ' menu'                                   'Ġmenu'  supported
   84              'Ġitems'              ' items'                                  'Ġitems'  supported
   85            'Ġinclude'            ' include'                                'Ġinclude'  supported
   86                'Ġthe'                ' the'                                    'Ġthe'  supported
   87              'Ġlarge'              ' large'                                  'Ġlarge'  supported
   88            'Ġchicken'            ' chicken'                                'Ġchicken'  supported
   89                 'Ġpl'                 ' pl'                                     'Ġpl'  supported
   90               'atter'               'atter'                                   'atter'  supported
   91                   ','                   ','                                       ','  supported
   92                'Ġfal'                ' fal'                                    'Ġfal'  supported
   93                  'af'                  'af'                                      'af'  supported
   94                  'el'                  'el'                                      'el'  supported
   95                   ','                   ','                                       ','  supported
   96                'Ġand'                ' and'                                    'Ġand'  supported
   97                  'Ġb'                  ' b'                                      'Ġb'  supported
   98                 'aba'                 'aba'                                     'aba'  supported
   99                  'Ġg'                  ' g'                                      'Ġg'  supported
  100                 'ann'                 'ann'                                     'ann'  supported
  101                  'ou'                  'ou'                                      'ou'  supported
  102                   'j'                   'j'                                       'j'  supported
  103                  'gh'                  'gh'                                      'gh'  supported
  104                   '.'                   '.'                                       '.'  supported
  105                'ĠThe'                ' The'                                    'ĠThe'  supported
  106         'Ġrestaurant'         ' restaurant'                             'Ġrestaurant'  supported
  107                 'Ġis'                 ' is'                                     'Ġis'  supported
  108               'Ġalso'               ' also'                                   'Ġalso'  supported
  109              'Ġnoted'              ' noted'                                  'Ġnoted'  supported
  110                'Ġfor'                ' for'                                    'Ġfor'  supported
  111                'Ġits'                ' its'                                    'Ġits'  supported
  112           'Ġhomemade'           ' homemade'                               'Ġhomemade'  supported
  113               'Ġtort'               ' tort'                                   'Ġtort'  supported
  114                'illa'                'illa'                                    'illa'  supported
  115               '-like'               '-like'                                '-' 'like'  supported
  116                  'Ġp'                  ' p'                                      'Ġp'  supported
  117                 'ita'                 'ita'                                     'ita'  supported
  118                'Ġand'                ' and'                                    'Ġand'  supported
  119             'Ġgarlic'             ' garlic'                                 'Ġgarlic'  supported
  120              'Ġsauce'              ' sauce'                                  'Ġsauce'  supported
  121                   '.'                   '.'                                       '.'  supported
  122              'ĠWhile'              ' While'                                  'ĠWhile'  supported
  123                 'ĠMe'                 ' Me'                                     'ĠMe'  supported
  124                 'zza'                 'zza'                                     'zza'  supported
  125                 'ĠTh'                 ' Th'                                     'ĠTh'  supported
  126                 'yme'                 'yme'                                     'yme'  supported
  127               'Ġdoes'               ' does'                                   'Ġdoes'  supported
  128                'Ġnot'                ' not'                                    'Ġnot'  supported
  129              'Ġoffer'              ' offer'                                  'Ġoffer'  supported
  130        'Ġreservation'        ' reservation'                            'Ġreservation'  supported
  131           'Ġservices'           ' services'                               'Ġservices'  supported
  132                   ','                   ','                                       ','  supported
  133                 'Ġit'                 ' it'                                     'Ġit'  supported
  134               'Ġdoes'               ' does'                                   'Ġdoes'  supported
  135            'Ġprovide'            ' provide'                                'Ġprovide'  supported
  136               'Ġtake'               ' take'                                   'Ġtake'  supported
  137                '-out'                '-out'                                 '-' 'out'  supported
  138            'Ġoptions'            ' options'                                'Ġoptions'  supported
  139                   '.'                   '.'                                       '.'  supported
  140                 'ĠIt'                 ' It'                                     'ĠIt'  supported
  141               'Ġalso'               ' also'                                   'Ġalso'  supported
  142             'Ġoffers'             ' offers'                                 'Ġoffers'  supported
  143             'Ġstreet'             ' street'                                 'Ġstreet'  supported
  144            'Ġparking'            ' parking'                                'Ġparking'  supported
  145                'Ġbut'                ' but'                                    'Ġbut'  HALLUCINATED
  146               'Ġdoes'               ' does'                                   'Ġdoes'  HALLUCINATED
  147                'Ġnot'                ' not'                                    'Ġnot'  HALLUCINATED
  148               'Ġhave'               ' have'                                   'Ġhave'  HALLUCINATED
  149               'ĠWiFi'               ' WiFi'                                   'ĠWiFi'  HALLUCINATED
  150                 'Ġor'                 ' or'                                     'Ġor'  supported
  151                 'Ġva'                 ' va'                                     'Ġva'  supported
  152                 'let'                 'let'                                     'let'  supported
  153           'Ġservices'           ' services'                               'Ġservices'  supported
  154                   '.'                   '.'                                       '.'  supported
  155                'ĠThe'                ' The'                                    'ĠThe'  supported
  156           'Ġambiance'           ' ambiance'                         'Ġam' 'bi' 'ance'  supported
  157                 'Ġis'                 ' is'                                     'Ġis'  supported
  158          'Ġdescribed'          ' described'                              'Ġdescribed'  supported
  159                 'Ġas'                 ' as'                                     'Ġas'  supported
  160           'Ġromantic'           ' romantic'                               'Ġromantic'  supported
  161                'Ġand'                ' and'                                    'Ġand'  supported
  162             'Ġtrendy'             ' trendy'                              'Ġtrend' 'y'  supported
  163                   ','                   ','                                       ','  supported
  164             'Ġmaking'             ' making'                                 'Ġmaking'  supported
  165                 'Ġit'                 ' it'                                     'Ġit'  supported
  166                  'Ġa'                  ' a'                                      'Ġa'  supported
  167              'Ġgreat'              ' great'                                  'Ġgreat'  supported
  168               'Ġspot'               ' spot'                                   'Ġspot'  supported
  169                'Ġfor'                ' for'                                    'Ġfor'  supported
  170                  'Ġa'                  ' a'                                      'Ġa'  supported
  171             'Ġcasual'             ' casual'                                 'Ġcasual'  supported
  172               'Ġdate'               ' date'                                   'Ġdate'  supported
  173                 'Ġor'                 ' or'                                     'Ġor'  supported
  174                  'Ġa'                  ' a'                                      'Ġa'  supported
  175              'Ġnight'              ' night'                                  'Ġnight'  supported
  176                'Ġout'                ' out'                                    'Ġout'  supported
  177                   '.'                   '.'                                       '.'  supported
  178            'ĠHowever'            ' However'                                'ĠHowever'  supported
  179                   ','                   ','                                       ','  supported
  180                'Ġone'                ' one'                                    'Ġone'  supported
  181           'Ġreviewer'           ' reviewer'                               'Ġreviewer'  supported
  182          'Ġmentioned'          ' mentioned'                              'Ġmentioned'  supported
  183               'Ġthat'               ' that'                                   'Ġthat'  supported
  184                'Ġthe'                ' the'                                    'Ġthe'  supported
  185             'Ġprices'             ' prices'                                 'Ġprices'  supported
  186              'Ġmight'              ' might'                                  'Ġmight'  supported
  187                 'Ġbe'                 ' be'                                     'Ġbe'  supported
  188              'Ġsteep'              ' steep'                                  'Ġsteep'  supported
  189        'Ġconsidering'        ' considering'                            'Ġconsidering'  supported
  190                'Ġthe'                ' the'                                    'Ġthe'  supported
  191               'Ġfood'               ' food'                                   'Ġfood'  supported
  192               'Ġthey'               ' they'                                   'Ġthey'  supported
  193              'Ġserve'              ' serve'                                  'Ġserve'  supported
  194                   '.'                   '.'                                       '.'  supported

====================================================================================================
SPLIT SUMMARY (Llama tokens that produced >1 Ettin sub-tokens)
====================================================================================================
Llama tokens that split into multiple Ettin tokens: 8 / 195
              '-rated' → ['-', 'rated']
            'ĠLocated' → ['ĠLoc', 'ated']
          'Ġnightlife' → ['Ġnight', 'life']
           'Ġproclaim' → ['Ġpro', 'claim']
               '-like' → ['-', 'like']
                '-out' → ['-', 'out']
           'Ġambiance' → ['Ġam', 'bi', 'ance']
             'Ġtrendy' → ['Ġtrend', 'y']

====================================================================================================
COMPARISON: direct Ettin tokenization of the full answer (no Llama chunking)
====================================================================================================
Direct Ettin tokens      : 200
Llama-chunked Ettin tokens: 204

First 30 direct tokens        : ['Me', 'zza', 'ĠTh', 'yme', 'Ġis', 'Ġa', 'Ġhighly', '-', 'rated', 'ĠMediterranean', 'Ġrestaurant', 'Ġand', 'Ġbar', 'Ġin', 'ĠSanta', 'ĠBarbara', ',', 'ĠCalifornia', '.', 'ĠLoc', 'ated', 'Ġat', 'Ġ20', 'ĠE', 'ĠC', 'ota', 'ĠSt', ',', 'Ġthe', 'Ġestablishment']
First 30 Llama-chunked tokens : ['Me', 'zza', 'ĠTh', 'yme', 'Ġis', 'Ġa', 'Ġhighly', '-', 'rated', 'ĠMediterranean', 'Ġrestaurant', 'Ġand', 'Ġbar', 'Ġin', 'ĠSanta', 'ĠBarbara']
